funding_timestamp,funding_rate,symbol,source
2024-09-30T16:00:00Z,5.30553555529e-05,BTCUSDT,okx
2024-10-01T00:00:00Z,6.88422783341e-05,BTCUSDT,okx
2024-10-01T08:00:00Z,8.65015571905e-05,BTCUSDT,okx
2024-10-01T16:00:00Z,9.71974603045e-05,BTCUSDT,okx
2024-10-02T00:00:00Z,6.60095901965e-05,BTCUSDT,okx
2024-10-02T08:00:00Z,5.94780420923e-05,BTCUSDT,okx
2024-10-02T16:00:00Z,6.2118206823e-06,BTCUSDT,okx
2024-10-03T00:00:00Z,-4.07179179597e-05,BTCUSDT,okx
2024-10-03T08:00:00Z,7.50615575999e-05,BTCUSDT,okx
2024-10-03T16:00:00Z,2.64635922906e-05,BTCUSDT,okx
2024-10-04T00:00:00Z,1.45488730952e-05,BTCUSDT,okx
2024-10-04T08:00:00Z,7.17429637281e-05,BTCUSDT,okx
2024-10-04T16:00:00Z,6.48533811883e-05,BTCUSDT,okx
2024-10-05T00:00:00Z,3.14688325769e-05,BTCUSDT,okx
2024-10-05T08:00:00Z,3.52080489777e-05,BTCUSDT,okx
2024-10-05T16:00:00Z,-6.0942161207e-06,BTCUSDT,okx
2024-10-06T00:00:00Z,3.5062238346e-05,BTCUSDT,okx
2024-10-06T08:00:00Z,0.0001208954909496,BTCUSDT,okx
2024-10-06T16:00:00Z,7.52921901095e-05,BTCUSDT,okx
2024-10-07T00:00:00Z,0.0001169726293929,BTCUSDT,okx
2024-10-07T08:00:00Z,7.36527654307e-05,BTCUSDT,okx
